"","commarea_n","cartodb_id","gisjoin","statefp","countyfp","tractce","geoid","name","namelsad","mtfcc","funcstat","aland","awater","intptlat","intptlon","shape_leng","shape_area","acs_population","svi_pecentile","trees_n","trees_area","trees_den","trees_crown_den","zip_code","asthma_5yr_avg","asthma_age_adj_rate","urban_flood_suscep","heatisl","nn_q3_pm2_5","logtraf","city_property_tot","hardship","pct_white","pct_black","pct_nativeam","pct_asian","pct_other","prop_comm","prop_plndev","prop_resdntl","community","Name","GEOID","CLRRt","AdAsthRt","PhysRate","LngCncRt","CancerRt","HypRt","logtrafScld"
"424","43",453,"G1700310431200","17","031","431200","17031431200","4312","Census Tract 4312","G5020","S",655295,0,"+41.7553011","-087.5711843",3237.5245,655296.492579,2828,61.8,2282,180062,0.003482,27.5,"60649",258.25,241.6,9,56.4,10.4,4.6,7,20.2,"1.0","97.5","0.0","0.0","0.0",5,0,2,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,67.6470588235294
"425","43",443,"G1700310430101","17","031","430101","17031430101","4301.01","Census Tract 4301.01","G5020","S",327083,0,"+41.7698532","-087.5739530",2427.725528,327084.459498,3118,71,820,50632,0.002507,15.5,"60649",258.25,241.6,9,29,10.2,4.5,2,29.3,"1.2","97.9","0.0","0.0","0.0",0,0,2,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,66.1764705882353
"426","43",454,"G1700310431301","17","031","431301","17031431301","4313.01","Census Tract 4313.01","G5020","S",404025,0,"+41.7535302","-087.5601871",2908.194581,404024.086283,3580,99.1,1314,97315,0.003252,24.1,"60649",258.25,241.6,9,55.2,10.2,4.6,9,29.5,"2.4","94.3","0.0","0.8","0.0",8,0,1,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,67.6470588235294
"427","43",452,"G1700310430900","17","031","430900","17031430900","4309","Census Tract 4309","G5020","S",336518,0,"+41.7606410","-087.5811851",2466.830677,336514.09697,1572,85.3,1148,78988,0.003411,23.5,"60649",258.25,241.6,9,47.5,10.4,4.8,6,30.1,"0.2","99.1","0.0","0.1","0.0",3,0,3,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,70.5882352941177
"428","43",448,"G1700310430500","17","031","430500","17031430500","4305","Census Tract 4305","G5020","S",342833,0,"+41.7643139","-087.5812700",2483.499303,342831.752657,3569,98.7,946,56284,0.002759,16.4,"60649",258.25,241.6,9,47.8,10.5,5,11,39.2,"1.9","95.9","0.0","0.3","0.0",6,0,5,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,73.5294117647059
"429","43",444,"G1700310430102","17","031","430102","17031430102","4301.02","Census Tract 4301.02","G5020","S",454086,542570,"+41.7689528","-087.5638143",3577.524345,454085.448421,3046,80.2,1521,108845,0.00335,24,"60649",258.25,241.6,9,23.2,10.3,4.9,3,19.4,"2.8","92.8","0.0","1.0","0.0",3,0,0,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,72.0588235294118
"430","43",449,"G1700310430600","17","031","430600","17031430600","4306","Census Tract 4306","G5020","S",333359,0,"+41.7644133","-087.5713730",2445.168294,333362.213085,1920,82.9,1005,76828,0.003015,23,"60649",258.25,241.6,9,39.3,10.4,4.3,2,28.8,"4.0","92.0","0.0","0.4","0.0",1,0,1,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,63.2352941176471
"431","43",455,"G1700310431302","17","031","431302","17031431302","4313.02","Census Tract 4313.02","G5020","S",437419,0,"+41.7583855","-087.5627859",2915.362954,437421.283435,4204,88.9,1283,83302,0.002933,19,"60649",258.25,241.6,9,35.5,10.2,4.3,19,37.1,"3.4","92.7","0.0","0.0","0.0",7,0,12,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,63.2352941176471
"432","43",718,"G1700310834200","17","031","834200","17031834200","8342","Census Tract 8342","G5020","S",975439,0,"+41.7555676","-087.5836069",4380.694266,975439.37048,4249,71.9,2773,182935,0.002843,18.8,"60619",333,224.6,9,64,10.3,5.4,39,22.8,"0.8","97.8","0.0","0.0","0.0",20,1,18,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,79.4117647058824
"433","43",445,"G1700310430200","17","031","430200","17031430200","4302","Census Tract 4302","G5020","S",661348,0,"+41.7697613","-087.5813509",3256.577263,661346.171252,4961,91.1,2598,190373,0.003928,28.8,"60649",258.25,241.6,9,35,10.2,5.6,4,33.5,"7.8","90.4","1.4","0.0","0.0",4,0,0,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,82.3529411764706
"434","43",456,"G1700310431400","17","031","431400","17031431400","4314","Census Tract 4314","G5020","S",1084986,1126154,"+41.7572084","-087.5465550",5285.716398,1084987.36891,6979,95.8,3107,221732,0.002864,20.4,"60649",258.25,241.6,8.7,30.9,10.4,4.6,17,27.7,"8.4","88.3","0.1","0.3","0.0",2,3,12,"SOUTH SHORE","South Shore",43,35,12.3,23.6,110.2590225,760.1208719,39.3,67.6470588235294
"435","44",459,"G1700310440201","17","031","440201","17031440201","4402.01","Census Tract 4402.01","G5020","S",531454,0,"+41.7482097","-087.6100739",3450.576073,531453.985924,4890,85.5,1294,94356,0.002435,17.8,"60619",333,224.6,9.8,75.3,10.6,4.9,4,22.4,"2.9","94.9","0.0","0.0","0.0",4,0,0,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,72.0588235294118
"436","44",463,"G1700310440700","17","031","440700","17031440700","4407","Census Tract 4407","G5020","S",327461,0,"+41.7347514","-087.6096294",2419.75318,327461.11538,1440,47.4,925,65261,0.002825,19.9,"60619",333,224.6,9.9,74.7,10.3,4.7,4,16.7,"2.1","97.5","0.0","0.0","0.0",1,0,3,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,69.1176470588235
"437","44",464,"G1700310440800","17","031","440800","17031440800","4408","Census Tract 4408","G5020","S",279123,0,"+41.7317114","-087.6033280",3501.048791,279124.201668,1693,86.9,875,60401,0.003135,21.6,"60619",333,224.6,9.7,74.4,10.3,4,6,36.1,"3.5","95.7","0.0","0.8","0.0",4,0,2,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,58.8235294117647
"438","44",465,"G1700310440900","17","031","440900","17031440900","4409","Census Tract 4409","G5020","S",742630,0,"+41.7286690","-087.6090057",3616.940002,742630.103929,2547,80.3,2619,186943,0.003527,25.2,"60619",333,224.6,9.8,75.8,10.3,5,22,27.6,"0.0","98.8","0.5","0.0","0.0",1,0,21,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,73.5294117647059
"439","44",462,"G1700310440600","17","031","440600","17031440600","4406","Census Tract 4406","G5020","S",666619,0,"+41.7326718","-087.6191373",3460.700008,666619.822742,1807,32.3,2070,141174,0.003105,21.2,"60619",333,224.6,9.8,77,10.3,4.6,1,23.3,"1.0","98.5","0.0","0.0","0.0",0,0,1,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,67.6470588235294
"440","44",461,"G1700310440300","17","031","440300","17031440300","4403","Census Tract 4403","G5020","S",1295106,0,"+41.7437212","-087.6195424",4864.4082,1295107.47488,4577,74,3849,302261,0.002972,23.3,"60619",333,224.6,9.9,76.5,10.6,5.3,6,23.4,"2.1","95.9","0.0","0.0","0.0",5,0,1,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,77.9411764705882
"441","44",785,"G1700310842400","17","031","842400","17031842400","8424","Census Tract 8424","G5020","S",1968582,0,"+41.7424754","-087.6300401",6960.053678,1968578.5721,3115,78,4510,282534,0.002291,14.4,"60619",333,224.6,9.5,77.3,10.5,6.5,40,27.6,"1.2","97.1","0.0","1.7","0.0",4,0,36,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,95.5882352941177
"442","44",460,"G1700310440202","17","031","440202","17031440202","4402.02","Census Tract 4402.02","G5020","S",781698,0,"+41.7409599","-087.6097620",4266.620503,781698.203908,3213,78.5,2770,201865,0.003544,25.8,"60619",333,224.6,9.8,75.1,10.5,5.4,0,27.6,"0.5","96.7","0.0","1.9","0.0",0,0,0,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,79.4117647058824
"443","44",457,"G1700310440101","17","031","440101","17031440101","4401.01","Census Tract 4401.01","G5020","S",377008,0,"+41.7486271","-087.6014512",2581.94816,377006.303887,4105,96.3,984,70514,0.00261,18.7,"60619",333,224.6,9.8,72,10.5,4.7,12,46.1,"0.6","97.0","0.0","0.0","0.0",3,0,9,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,69.1176470588235
"444","44",458,"G1700310440102","17","031","440102","17031440102","4401.02","Census Tract 4401.02","G5020","S",627506,0,"+41.7409356","-087.6011636",3546.107755,627504.3287,3266,69.8,2291,151357,0.003651,24.1,"60619",333,224.6,9.7,73.1,10.5,5,3,23.8,"7.9","90.8","0.0","0.0","0.0",0,0,3,"CHATHAM","Chatham",44,39,17.4,30.4,83.658923,579.2743534,36.5,73.5294117647059
"445","45",466,"G1700310450300","17","031","450300","17031450300","4503","Census Tract 4503","G5020","S",1366771,0,"+41.7419438","-087.5790892",5593.016583,1366766.49306,3781,69.3,3423,229781,0.002504,16.8,"60617",427.5,184,9.5,70.1,10.4,5.9,8,21.6,"1.2","96.1","0.0","0.0","0.0",7,0,1,"AVALON PARK","Avalon Park",45,34.9,7.7,33.7,67.41985714,565.4763157,43.5,86.7647058823529
"446","45",719,"G1700310834300","17","031","834300","17031834300","8343","Census Tract 8343","G5020","S",1911639,0,"+41.7458348","-087.5917880",6115.982556,1911637.54005,6004,72.4,6609,469331,0.003457,24.6,"60617",427.5,184,9.6,69.5,10.5,5.4,27,26,"0.8","97.1","0.0","1.2","0.0",20,0,7,"AVALON PARK","Avalon Park",45,34.9,7.7,33.7,67.41985714,565.4763157,43.5,79.4117647058824
"447","46",472,"G1700310460500","17","031","460500","17031460500","4605","Census Tract 4605","G5020","S",1277228,0,"+41.7468819","-087.5726041",5455.130729,1277229.31653,5647,52.9,4570,352968,0.003578,27.6,"60617",427.5,184,9,66.1,10.4,4.8,9,16.9,"0.5","99.4","0.0","0.0","0.0",7,0,2,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,70.5882352941177
"448","46",471,"G1700310460400","17","031","460400","17031460400","4604","Census Tract 4604","G5020","S",652525,0,"+41.7444903","-087.5636922",4039.703107,652528.359708,3374,72.2,2095,163920,0.003211,25.1,"60617",427.5,184,9.2,66.5,10.2,4,5,17.4,"0.8","98.6","0.0","0.0","0.0",1,0,4,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,58.8235294117647
"449","46",474,"G1700310460700","17","031","460700","17031460700","4607","Census Tract 4607","G5020","S",422623,0,"+41.7355805","-087.5492807",2884.501343,422621.896188,2636,95.5,1569,95837,0.003713,22.7,"60617",427.5,184,9,53.2,10.3,4.9,82,56.5,"30.9","56.9","0.0","0.8","0.0",7,0,75,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,72.0588235294118
"450","46",716,"G1700310833900","17","031","833900","17031833900","8339","Census Tract 8339","G5020","S",677853,24124,"+41.7310321","-087.5474226",4682.848875,701977.051305,2530,97.5,2309,154185,0.003406,22.7,"60617",427.5,184,8.8,52.4,10.4,4.9,102,36.3,"38.8","55.2","1.0","0.9","0.0",6,1,95,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,72.0588235294118
"451","46",469,"G1700310460301","17","031","460301","17031460301","4603.01","Census Tract 4603.01","G5020","S",485612,0,"+41.7400264","-087.5563673",2773.236457,485612.10448,3124,85.9,1674,127286,0.003447,26.2,"60617",427.5,184,9.1,61.3,10.1,3.8,22,36.1,"25.1","70.4","0.6","0.2","0.0",11,0,11,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,55.8823529411765
"452","46",473,"G1700310460600","17","031","460600","17031460600","4606","Census Tract 4606","G5020","S",260611,0,"+41.7356327","-087.5595142",2285.840936,260610.726981,1008,83.2,813,59817,0.00312,23,"60617",427.5,184,9.4,70.3,10.3,4.3,7,30.9,"26.4","73.0","0.0","0.0","0.0",1,0,6,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,63.2352941176471
"453","46",467,"G1700310460100","17","031","460100","17031460100","4601","Census Tract 4601","G5020","S",2964056,2514274,"+41.7478345","-087.5367253",10992.296248,3034991.69436,3424,94.7,6445,228814,0.002174,7.7,"60617",427.5,184,8.6,37.5,10.5,5.1,33,28.5,"10.6","84.0","0.0","1.4","0.0",8,0,25,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,75
"454","46",475,"G1700310461000","17","031","461000","17031461000","4610","Census Tract 4610","G5020","S",561859,59596,"+41.7273925","-087.5465424",3717.561716,621453.199592,1313,95.7,949,37804,0.001689,6.7,"60617",427.5,184,8.5,40.8,10.5,5.1,69,44.2,"23.6","62.3","0.0","0.0","0.0",28,1,40,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,75
"455","46",468,"G1700310460200","17","031","460200","17031460200","4602","Census Tract 4602","G5020","S",600282,0,"+41.7413872","-087.5470101",3393.223066,600282.204657,2482,98.6,2238,151014,0.003728,25.2,"60617",427.5,184,9,43.8,10,4.9,65,35.7,"50.9","39.7","0.0","0.0","0.0",5,0,60,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,72.0588235294118
"456","46",470,"G1700310460302","17","031","460302","17031460302","4603.02","Census Tract 4603.02","G5020","S",648832,0,"+41.7470840","-087.5573879",3692.509319,648834.367431,3483,95.4,2319,176259,0.003574,27.2,"60617",427.5,184,9,55.5,10.2,4.4,32,30.7,"10.7","84.5","0.0","0.0","0.0",16,0,16,"SOUTH CHICAGO","South Chicago",46,34.8,15.3,40,99.27001203,564.700606,33.3,64.7058823529412
"457","47",476,"G1700310470100","17","031","470100","17031470100","4701","Census Tract 4701","G5020","S",1589028,0,"+41.7282207","-087.5964894",5542.506103,1589023.01596,2336,83.6,5782,343570,0.003639,21.6,"60619",333,224.6,9.5,73.8,10.5,5.3,33,33.7,"2.4","96.3","0.0","0.0","0.0",8,0,25,"BURNSIDE","Burnside",47,44.9,NA,NA,63.4335401,467.1886966,61.6,77.9411764705882
"458","48",479,"G1700310480300","17","031","480300","17031480300","4803","Census Tract 4803","G5020","S",415735,0,"+41.7291940","-087.5879725",3120.518828,415734.194297,1103,69.5,1540,103577,0.003704,24.9,"60617",427.5,184,9.7,73.8,10.6,4.4,6,18.2,"1.6","97.5","0.9","0.0","0.0",1,0,5,"CALUMET HEIGHTS","Calumet Heights",48,22.7,20.4,32.7,73.07492636,596.7314686,30.2,64.7058823529412
"459","48",478,"G1700310480200","17","031","480200","17031480200","4802","Census Tract 4802","G5020","S",286108,0,"+41.7351241","-087.5898829",2278.173554,286105.846639,1139,72.3,882,55203,0.003083,19.3,"60617",427.5,184,9.8,71.8,10.6,4.7,0,20.6,"0.9","91.8","0.0","0.0","0.0",0,0,0,"CALUMET HEIGHTS","Calumet Heights",48,22.7,20.4,32.7,73.07492636,596.7314686,30.2,69.1176470588235
"460","48",480,"G1700310480400","17","031","480400","17031480400","4804","Census Tract 4804","G5020","S",1809911,0,"+41.7284498","-087.5756385",5450.113213,1809901.74963,5584,61.3,5129,333393,0.002834,18.4,"60617",427.5,184,9.8,76.3,10.5,5.6,2,15.4,"1.7","97.9","0.3","0.0","0.0",0,1,1,"CALUMET HEIGHTS","Calumet Heights",48,22.7,20.4,32.7,73.07492636,596.7314686,30.2,82.3529411764706
"461","48",477,"G1700310480100","17","031","480100","17031480100","4801","Census Tract 4801","G5020","S",659618,0,"+41.7352410","-087.5757292",4070.645723,659617.720478,2192,53.2,1914,131535,0.002902,19.9,"60617",427.5,184,9.8,73.6,10.5,5.5,4,20,"0.5","98.4","0.0","0.0","0.3",1,0,3,"CALUMET HEIGHTS","Calumet Heights",48,22.7,20.4,32.7,73.07492636,596.7314686,30.2,80.8823529411765
"462","48",481,"G1700310480500","17","031","480500","17031480500","4805","Census Tract 4805","G5020","S",1363482,0,"+41.7276001","-087.5590911",5611.411461,1363484.50138,2938,73.1,3698,246824,0.002712,18.1,"60617",427.5,184,9.4,59.4,10.4,5.7,3,24.2,"12.1","86.2","0.0","0.3","0.0",1,0,2,"CALUMET HEIGHTS","Calumet Heights",48,22.7,20.4,32.7,73.07492636,596.7314686,30.2,83.8235294117647
"463","49",486,"G1700310490700","17","031","490700","17031490700","4907","Census Tract 4907","G5020","S",639812,0,"+41.7107339","-087.6283617",3217.252371,639810.578512,2720,54.9,2210,156506,0.003454,24.5,"60628",305,160,10,77.3,10.3,4.8,9,22.9,"0.0","100.0","0.0","0.0","0.0",3,0,6,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,70.5882352941177
"464","49",489,"G1700310490902","17","031","490902","17031490902","4909.02","Census Tract 4909.02","G5020","S",1196066,0,"+41.7032801","-087.6153262",5438.653813,1196071.6125,4355,74,3480,246999,0.00291,20.7,"60628",305,160,10,73.6,10.5,4.7,42,21.6,"0.2","98.2","0.0","0.7","0.0",15,1,26,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,69.1176470588235
"465","49",491,"G1700310491100","17","031","491100","17031491100","4911","Census Tract 4911","G5020","S",1321949,0,"+41.6997531","-087.6376994",4971.283705,1321950.35102,4160,75.4,4543,317068,0.003437,24,"60628",305,160,10,65.8,10.3,4.4,9,31.5,"3.4","94.6","0.0","0.0","0.0",4,0,5,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,64.7058823529412
"466","49",717,"G1700310834000","17","031","834000","17031834000","8340","Census Tract 8340","G5020","S",984825,0,"+41.7275601","-087.6295042",5367.333991,984825.724944,2926,68.8,3644,217631,0.0037,22.1,"60620",381.75,210.9,9.6,79.4,10.3,5.8,19,30,"0.5","92.3","0.0","1.3","0.0",2,0,17,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,85.2941176470588
"467","49",494,"G1700310491400","17","031","491400","17031491400","4914","Census Tract 4914","G5020","S",829869,0,"+41.6891232","-087.6168215",3688.717128,829867.513562,3567,99.7,2351,157949,0.002833,19,"60628",305,160,9.9,61.7,10.6,4.9,43,42.4,"2.4","96.1","0.0","0.0","0.0",32,0,11,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,72.0588235294118
"468","49",490,"G1700310491000","17","031","491000","17031491000","4910","Census Tract 4910","G5020","S",1277974,0,"+41.6997625","-087.6280536",4841.70017,1277979.36944,4239,98.9,5185,357886,0.004057,28,"60628",305,160,10,70.1,10.4,4.3,121,42.3,"0.6","96.1","0.3","0.6","0.0",5,2,114,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,63.2352941176471
"469","49",485,"G1700310490600","17","031","490600","17031490600","4906","Census Tract 4906","G5020","S",683115,0,"+41.7179734","-087.6283302",3291.107764,683114.389652,1498,74.9,1590,98858,0.002328,14.5,"60628",305,160,10,80.3,10.3,6.3,7,29.4,"7.1","90.4","0.0","2.5","0.0",1,0,6,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,92.6470588235294
"470","49",484,"G1700310490500","17","031","490500","17031490500","4905","Census Tract 4905","G5020","S",1425891,0,"+41.7179274","-087.6132064",5009.783903,1425889.92335,2008,66.8,4195,243741,0.002942,17.1,"60619",333,224.6,9.7,74.9,10.7,5.8,0,22.9,"2.9","93.1","0.0","1.4","0.0",0,0,0,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,85.2941176470588
"471","49",483,"G1700310490400","17","031","490400","17031490400","4904","Census Tract 4904","G5020","S",237759,0,"+41.7236539","-087.6108237",2402.903113,237759.571912,773,34.9,698,49444,0.002936,20.8,"60619",333,224.6,9.9,75.3,10.3,3.9,2,15.1,"0.0","100.0","0.0","0.0","0.0",0,0,2,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,57.3529411764706
"472","49",487,"G1700310490800","17","031","490800","17031490800","4908","Census Tract 4908","G5020","S",1079253,0,"+41.7106828","-087.6153371",4904.200391,1079252.53037,4116,71.6,2669,176842,0.002473,16.4,"60628",305,160,10,76.9,10.5,6.1,17,22.8,"1.4","97.1","0.8","0.3","0.0",12,0,5,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,89.7058823529412
"473","49",482,"G1700310490300","17","031","490300","17031490300","4903","Census Tract 4903","G5020","S",632685,0,"+41.7253813","-087.6191480",3168.050588,632681.228768,2340,56.8,1933,135119,0.003055,21.4,"60619",333,224.6,9.8,77.1,10.3,4.8,1,21.8,"3.1","94.8","0.0","0.0","0.0",0,0,1,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,70.5882352941177
"474","49",493,"G1700310491300","17","031","491300","17031491300","4913","Census Tract 4913","G5020","S",646033,0,"+41.6888969","-087.6278036",3208.146818,646029.815499,2605,98.7,2506,186524,0.003879,28.9,"60628",305,160,10,67.8,10.4,4.4,34,36.5,"0.1","98.3","0.4","0.0","0.0",2,0,32,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,64.7058823529412
"475","49",488,"G1700310490901","17","031","490901","17031490901","4909.01","Census Tract 4909.01","G5020","S",845452,0,"+41.6960582","-087.6162677",4297.291681,845450.819588,3689,88.2,2409,162098,0.002849,19.2,"60628",305,160,10,68.3,10.5,5.1,52,34.8,"0.1","99.7","0.0","0.0","0.0",28,0,24,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,75
"476","49",492,"G1700310491200","17","031","491200","17031491200","4912","Census Tract 4912","G5020","S",649492,0,"+41.6887765","-087.6374383",3231.90713,649496.167653,2110,71.3,2292,165008,0.003529,25.4,"60628",305,160,10,69.2,10.4,3.9,8,20.5,"7.4","86.1","0.0","0.0","0.0",2,0,6,"ROSELAND","Roseland",49,35.8,11.6,31.6,87.75976408,584.5653914,33.5,57.3529411764706
"477","5",71,"G1700310050900","17","031","050900","17031050900","509","Census Tract 509","G5020","S",162724,0,"+41.9449466","-087.6857780",1613.225325,162720.832467,1302,8.4,542,37765,0.003331,23.2,"60618",172.25,82.6,9,78.7,10.7,4.5,0,9.4,"77.8","2.1","0.0","6.4","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,66.1764705882353
"478","5",797,"G1700310843700","17","031","843700","17031843700","8437","Census Tract 8437","G5020","S",1204810,62134,"+41.9455604","-087.6900340",5994.244219,1266938.34699,2617,24.3,3428,189672,0.002845,15.7,"60618",172.25,82.6,9,78.2,10.8,5.8,5,25,"80.0","4.0","0.0","6.7","0.0",1,2,2,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,85.2941176470588
"479","5",67,"G1700310050500","17","031","050500","17031050500","505","Census Tract 505","G5020","S",652578,0,"+41.9504474","-087.6835073",3232.385182,652577.82357,6069,14,2267,165088,0.003474,25.3,"60618",172.25,82.6,9,75,10.6,5.6,0,7.7,"91.1","0.3","0.0","3.3","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,82.3529411764706
"480","5",73,"G1700310051100","17","031","051100","17031051100","511","Census Tract 511","G5020","S",162702,0,"+41.9413652","-087.6808266",1613.634673,162699.143749,1654,9.6,612,43255,0.003761,26.6,"60618",172.25,82.6,9,77.3,10.7,4.2,0,9.5,"84.2","1.3","0.0","5.5","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,61.7647058823529
"481","5",74,"G1700310051200","17","031","051200","17031051200","512","Census Tract 512","G5020","S",164642,0,"+41.9414214","-087.6759521",1642.776659,164643.69577,1594,5.7,628,46178,0.003814,28,"60618",172.25,82.6,9.1,77.2,10.7,4.7,0,6.3,"83.8","6.8","0.0","4.0","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,69.1176470588235
"482","5",76,"G1700310051400","17","031","051400","17031051400","514","Census Tract 514","G5020","S",346283,12601,"+41.9354420","-087.6809594",2749.959937,358882.567469,1796,8.9,1345,95431,0.003884,27.6,"60618",172.25,82.6,9,75.8,10.7,4.2,0,12.8,"78.0","6.6","0.0","6.0","0.5",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,61.7647058823529
"483","5",72,"G1700310051000","17","031","051000","17031051000","510","Census Tract 510","G5020","S",166636,0,"+41.9413024","-087.6857317",1624.377824,166634.68355,1718,15.2,520,36424,0.003121,21.9,"60618",172.25,82.6,9,78.1,10.7,5,0,9.1,"86.6","2.7","0.0","5.9","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,73.5294117647059
"484","5",65,"G1700310050200","17","031","050200","17031050200","502","Census Tract 502","G5020","S",652253,0,"+41.9577405","-087.6837168",3231.363403,652248.234998,5431,26.6,2309,157608,0.00354,24.2,"60618",172.25,82.6,8.8,61.9,10.4,5.4,2,10.8,"86.9","1.9","0.0","4.4","0.6",0,2,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,79.4117647058824
"485","5",68,"G1700310050600","17","031","050600","17031050600","506","Census Tract 506","G5020","S",332317,0,"+41.9505477","-087.6761824",2447.289979,332314.581636,2177,3.2,1094,74067,0.003292,22.3,"60613",36.75,67.1,9,70.2,10.5,5.3,5,7.2,"95.1","0.4","0.0","2.4","0.0",2,0,3,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,77.9411764705882
"486","5",69,"G1700310050700","17","031","050700","17031050700","507","Census Tract 507","G5020","S",164326,0,"+41.9450710","-087.6760595",1625.474904,164327.457494,1610,2.5,669,49835,0.004071,30.3,"60613",36.75,67.1,9,75.5,10.6,4.2,0,9.4,"93.5","0.5","0.3","3.0","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,61.7647058823529
"487","5",75,"G1700310051300","17","031","051300","17031051300","513","Census Tract 513","G5020","S",322017,0,"+41.9359961","-087.6758403",2430.734115,322017.965828,2826,1.5,1238,83748,0.003845,26,"60614",30.5,40.2,9.2,76.3,10.7,0,0,2.4,"91.0","2.5","0.0","3.1","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,0
"488","5",70,"G1700310050800","17","031","050800","17031050800","508","Census Tract 508","G5020","S",162818,0,"+41.9450095","-087.6809279",1614.633623,162817.9331,1457,4.1,610,42396,0.003747,26,"60618",172.25,82.6,9,76.4,10.6,4.2,0,11.3,"85.2","2.9","0.0","2.7","0.0",0,0,0,"NORTH CENTER","North Center",5,25.8,5.6,15.7,51.16240717,449.2207631,20.1,61.7647058823529
